sign,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
0,0.0,0.0,-0.3333333333333333,-0.07272727272727272,-0.6393939393939394,-0.38181818181818183,-0.806060606060606,-0.6454545454545455,-1.0,-0.796969696969697,-0.5151515151515151,-0.7333333333333333,-0.6181818181818182,-0.7848484848484848,-0.5454545454545454,-0.5060606060606061,-0.4727272727272727,-0.27575757575757576,-0.2696969696969697,-0.7848484848484848,-0.37575757575757573,-0.7787878787878788,-0.3151515151515151,-0.4575757575757576,-0.2606060606060606,-0.20909090909090908,-0.02727272727272727,-0.7787878787878788,-0.12121212121212122,-0.7606060606060606,-0.1,-0.4393939393939394,-0.08181818181818182,-0.19393939393939394,0.20303030303030303,-0.7363636363636363,0.11212121212121212,-0.7242424242424242,0.09090909090909091,-0.4636363636363636,0.08787878787878788,-0.2636363636363636
0,0.0,0.0,-0.3211009174311927,-0.0672782874617737,-0.6269113149847095,-0.3761467889908257,-0.8012232415902141,-0.6422018348623854,-1.0,-0.8012232415902141,-0.5045871559633027,-0.7431192660550459,-0.617737003058104,-0.7859327217125383,-0.5412844036697247,-0.5015290519877675,-0.4648318042813456,-0.27217125382262997,-0.2599388379204893,-0.8012232415902141,-0.37003058103975534,-0.7767584097859327,-0.308868501529052,-0.44954128440366975,-0.25688073394495414,-0.19877675840978593,-0.01529051987767584,-0.7951070336391437,-0.1162079510703364,-0.7522935779816514,-0.09480122324159021,-0.43119266055045874,-0.07951070336391437,-0.18654434250764526,0.21406727828746178,-0.746177370030581,0.12538226299694188,-0.7155963302752294,0.10091743119266056,-0.45565749235474007,0.09174311926605505,-0.25688073394495414
0,0.0,0.0,-0.3201219512195122,-0.0701219512195122,-0.6219512195121951,-0.3719512195121951,-0.7987804878048781,-0.6310975609756098,-1.0,-0.7835365853658537,-0.5,-0.7195121951219512,-0.6158536585365854,-0.7682926829268293,-0.5457317073170732,-0.4878048780487805,-0.4725609756097561,-0.25914634146341464,-0.2621951219512195,-0.7682926829268293,-0.375,-0.7652439024390244,-0.3170731707317073,-0.43902439024390244,-0.2652439024390244,-0.19207317073170732,-0.018292682926829267,-0.7591463414634146,-0.11890243902439024,-0.7439024390243902,-0.10060975609756098,-0.42073170731707316,-0.08536585365853659,-0.17682926829268292,0.21341463414634146,-0.7164634146341463,0.12195121951219512,-0.6951219512195121,0.0975609756097561,-0.4298780487804878,0.08841463414634146,-0.2347560975609756
0,0.0,0.0,-0.3344370860927152,-0.08609271523178808,-0.6390728476821192,-0.40728476821192056,-0.8079470198675497,-0.6854304635761589,-1.0,-0.8642384105960265,-0.49337748344370863,-0.7913907284768212,-0.609271523178808,-0.8642384105960265,-0.5397350993377483,-0.5662251655629139,-0.46357615894039733,-0.32450331125827814,-0.23841059602649006,-0.847682119205298,-0.3543046357615894,-0.8543046357615894,-0.30132450331125826,-0.5033112582781457,-0.24503311258278146,-0.23178807947019867,0.016556291390728478,-0.8410596026490066,-0.08940397350993377,-0.8178807947019867,-0.0728476821192053,-0.47019867549668876,-0.052980132450331126,-0.2052980132450331,0.26158940397350994,-0.7913907284768212,0.15894039735099338,-0.7715231788079471,0.13245033112582782,-0.49337748344370863,0.1357615894039735,-0.2847682119205298
0,0.0,0.0,-0.3169230769230769,-0.07076923076923076,-0.6246153846153846,-0.3507692307692308,-0.8061538461538461,-0.6030769230769231,-1.0,-0.7630769230769231,-0.5230769230769231,-0.7169230769230769,-0.6246153846153846,-0.7846153846153846,-0.556923076923077,-0.5046153846153846,-0.48615384615384616,-0.28,-0.28923076923076924,-0.7661538461538462,-0.38769230769230767,-0.7784615384615384,-0.3353846153846154,-0.4553846153846154,-0.28307692307692306,-0.20923076923076922,-0.04923076923076923,-0.7569230769230769,-0.14461538461538462,-0.7661538461538462,-0.12923076923076923,-0.4430769230769231,-0.11384615384615385,-0.19076923076923077,0.17846153846153845,-0.7107692307692308,0.08615384615384615,-0.7107692307692308,0.06461538461538462,-0.4461538461538462,0.06461538461538462,-0.24615384615384617
0,0.0,0.0,-0.3215434083601286,-0.0707395498392283,-0.6237942122186495,-0.3858520900321543,-0.8006430868167203,-0.6591639871382636,-1.0,-0.8295819935691319,-0.4887459807073955,-0.7588424437299035,-0.617363344051447,-0.8135048231511254,-0.5434083601286174,-0.5273311897106109,-0.4630225080385852,-0.2958199356913183,-0.24437299035369775,-0.8167202572347267,-0.3665594855305466,-0.8102893890675241,-0.3022508038585209,-0.4694533762057878,-0.24115755627009647,-0.21221864951768488,0.0,-0.8135048231511254,-0.10610932475884244,-0.7845659163987139,-0.08038585209003216,-0.45016077170418006,-0.05466237942122187,-0.19292604501607716,0.2347266881028939,-0.7684887459807074,0.1382636655948553,-0.7459807073954984,0.1157556270096463,-0.47266881028938906,0.11254019292604502,-0.2733118971061093
0,0.0,0.0,-0.32298136645962733,-0.07453416149068323,-0.6273291925465838,-0.37888198757763975,-0.8012422360248447,-0.6459627329192547,-1.0,-0.8074534161490683,-0.5062111801242236,-0.7515527950310559,-0.6242236024844721,-0.7888198757763976,-0.5559006211180124,-0.5124223602484472,-0.4813664596273292,-0.2826086956521739,-0.2701863354037267,-0.8074534161490683,-0.38198757763975155,-0.7857142857142857,-0.32608695652173914,-0.46273291925465837,-0.2701863354037267,-0.2111801242236025,-0.027950310559006212,-0.8012422360248447,-0.12732919254658384,-0.7577639751552795,-0.10869565217391304,-0.43788819875776397,-0.08695652173913043,-0.18944099378881987,0.20186335403726707,-0.7515527950310559,0.10248447204968944,-0.7080745341614907,0.08074534161490683,-0.4409937888198758,0.08695652173913043,-0.2453416149068323
0,0.0,0.0,-0.31962025316455694,-0.07911392405063292,-0.6234177215189873,-0.3924050632911392,-0.8006329113924051,-0.6645569620253164,-1.0,-0.8354430379746836,-0.5,-0.759493670886076,-0.6170886075949367,-0.8132911392405063,-0.5506329113924051,-0.5348101265822784,-0.4778481012658228,-0.30063291139240506,-0.25316455696202533,-0.8164556962025317,-0.3670886075949367,-0.810126582278481,-0.31329113924050633,-0.48417721518987344,-0.25949367088607594,-0.22151898734177214,-0.0031645569620253164,-0.810126582278481,-0.10443037974683544,-0.7784810126582279,-0.08860759493670886,-0.45569620253164556,-0.07278481012658228,-0.19936708860759494,0.23417721518987342,-0.7658227848101266,0.13291139240506328,-0.7436708860759493,0.10759493670886076,-0.4778481012658228,0.10443037974683544,-0.2721518987341772
0,0.0,0.0,-0.3230769230769231,-0.07692307692307693,-0.6276923076923077,-0.37538461538461537,-0.803076923076923,-0.6369230769230769,-1.0,-0.7938461538461539,-0.5138461538461538,-0.7292307692307692,-0.6276923076923077,-0.7876923076923077,-0.5538461538461539,-0.5107692307692308,-0.47692307692307695,-0.28,-0.28,-0.7815384615384615,-0.38769230769230767,-0.7784615384615384,-0.3292307692307692,-0.4584615384615385,-0.27384615384615385,-0.2123076923076923,-0.04,-0.7753846153846153,-0.13846153846153847,-0.76,-0.11692307692307692,-0.44,-0.09846153846153846,-0.19076923076923077,0.19076923076923077,-0.7353846153846154,0.09230769230769231,-0.72,0.07384615384615385,-0.4553846153846154,0.07384615384615385,-0.2553846153846154
0,0.0,0.0,-0.3194888178913738,-0.07028753993610223,-0.6293929712460063,-0.3929712460063898,-0.805111821086262,-0.6741214057507987,-1.0,-0.853035143769968,-0.4984025559105431,-0.7763578274760383,-0.6134185303514377,-0.8115015974440895,-0.5463258785942492,-0.5271565495207667,-0.4728434504792332,-0.29073482428115016,-0.2523961661341853,-0.8338658146964856,-0.36741214057507987,-0.8178913738019169,-0.31309904153354634,-0.4792332268370607,-0.2523961661341853,-0.21405750798722045,-0.003194888178913738,-0.8242811501597445,-0.09904153354632587,-0.7859424920127795,-0.08306709265175719,-0.4536741214057508,-0.06389776357827476,-0.19488817891373802,0.2364217252396166,-0.7731629392971247,0.14696485623003194,-0.7412140575079872,0.12460063897763578,-0.476038338658147,0.12140575079872204,-0.2747603833865815
0,0.0,0.0,-0.32298136645962733,-0.07453416149068323,-0.6335403726708074,-0.3944099378881988,-0.8074534161490683,-0.6739130434782609,-1.0,-0.8478260869565217,-0.4968944099378882,-0.7608695652173914,-0.6118012422360248,-0.7919254658385093,-0.5496894409937888,-0.5186335403726708,-0.4782608695652174,-0.2857142857142857,-0.2577639751552795,-0.8136645962732919,-0.36645962732919257,-0.7857142857142857,-0.3167701863354037,-0.4658385093167702,-0.2608695652173913,-0.20496894409937888,-0.015527950310559006,-0.8043478260869565,-0.10559006211180125,-0.7515527950310559,-0.09316770186335403,-0.43478260869565216,-0.07453416149068323,-0.18322981366459629,0.21739130434782608,-0.7577639751552795,0.12422360248447205,-0.7204968944099379,0.10248447204968944,-0.45962732919254656,0.10248447204968944,-0.2577639751552795
0,0.0,0.0,-0.33548387096774196,-0.08387096774193549,-0.6516129032258065,-0.41935483870967744,-0.8225806451612904,-0.7129032258064516,-1.0,-0.9193548387096774,-0.5290322580645161,-0.8,-0.6419354838709678,-0.8387096774193549,-0.5709677419354838,-0.5419354838709678,-0.5,-0.29354838709677417,-0.2806451612903226,-0.8516129032258064,-0.3870967741935484,-0.8451612903225807,-0.3225806451612903,-0.4870967741935484,-0.26129032258064516,-0.20967741935483872,-0.02258064516129032,-0.8419354838709677,-0.11290322580645161,-0.7967741935483871,-0.08709677419354839,-0.45161290322580644,-0.07419354838709677,-0.19032258064516128,0.22258064516129034,-0.7935483870967742,0.13548387096774195,-0.7645161290322581,0.10967741935483871,-0.4935483870967742,0.1064516129032258,-0.29354838709677417
0,0.0,0.0,-0.329073482428115,-0.08306709265175719,-0.6421725239616614,-0.43450479233226835,-0.805111821086262,-0.7348242811501597,-1.0,-0.9201277955271565,-0.5079872204472844,-0.8146964856230032,-0.6261980830670927,-0.8434504792332268,-0.5591054313099042,-0.5399361022364217,-0.48881789137380194,-0.2939297124600639,-0.2523961661341853,-0.8690095846645367,-0.3706070287539936,-0.8274760383386581,-0.30990415335463256,-0.4792332268370607,-0.24920127795527156,-0.21725239616613418,0.006389776357827476,-0.853035143769968,-0.08626198083067092,-0.7795527156549521,-0.07028753993610223,-0.44089456869009586,-0.054313099041533544,-0.1853035143769968,0.24920127795527156,-0.7987220447284346,0.1597444089456869,-0.744408945686901,0.12779552715654952,-0.46325878594249204,0.12460063897763578,-0.26198083067092653
0,0.0,0.0,-0.3375796178343949,-0.08917197452229299,-0.643312101910828,-0.42356687898089174,-0.8089171974522293,-0.7133757961783439,-1.0,-0.9044585987261147,-0.5127388535031847,-0.8089171974522293,-0.6337579617834395,-0.8375796178343949,-0.5636942675159236,-0.535031847133758,-0.4872611464968153,-0.28343949044585987,-0.2611464968152866,-0.8630573248407644,-0.3885350318471338,-0.8184713375796179,-0.321656050955414,-0.47770700636942676,-0.2611464968152866,-0.21337579617834396,-0.009554140127388535,-0.8503184713375797,-0.1178343949044586,-0.7802547770700637,-0.09554140127388536,-0.445859872611465,-0.07961783439490445,-0.18789808917197454,0.22929936305732485,-0.7993630573248408,0.12738853503184713,-0.7420382165605095,0.10191082802547771,-0.46496815286624205,0.10191082802547771,-0.25796178343949044
0,0.0,0.0,-0.3343949044585987,-0.07961783439490445,-0.6464968152866242,-0.40764331210191085,-0.8121019108280255,-0.6942675159235668,-1.0,-0.8853503184713376,-0.5159235668789809,-0.7866242038216561,-0.6305732484076433,-0.8280254777070064,-0.5509554140127388,-0.5254777070063694,-0.4713375796178344,-0.2770700636942675,-0.2643312101910828,-0.8407643312101911,-0.3821656050955414,-0.8152866242038217,-0.3089171974522293,-0.4681528662420382,-0.24522292993630573,-0.20382165605095542,-0.006369426751592357,-0.8280254777070064,-0.11146496815286625,-0.7834394904458599,-0.08280254777070063,-0.4426751592356688,-0.06369426751592357,-0.18789808917197454,0.23248407643312102,-0.7770700636942676,0.1305732484076433,-0.7388535031847133,0.10828025477707007,-0.46178343949044587,0.10828025477707007,-0.2611464968152866
0,0.0,0.0,-0.33544303797468356,-0.08227848101265822,-0.6455696202531646,-0.4177215189873418,-0.810126582278481,-0.7088607594936709,-1.0,-0.8955696202531646,-0.5158227848101266,-0.7911392405063291,-0.6329113924050633,-0.8291139240506329,-0.5537974683544303,-0.5316455696202531,-0.4778481012658228,-0.2848101265822785,-0.2626582278481013,-0.8417721518987342,-0.3829113924050633,-0.819620253164557,-0.31329113924050633,-0.47468354430379744,-0.25316455696202533,-0.2120253164556962,-0.00949367088607595,-0.8291139240506329,-0.11075949367088607,-0.7848101265822784,-0.08860759493670886,-0.4462025316455696,-0.07278481012658228,-0.1962025316455696,0.2310126582278481,-0.7784810126582279,0.12974683544303797,-0.75,0.10759493670886076,-0.47468354430379744,0.10759493670886076,-0.27848101265822783
0,0.0,0.0,-0.33650793650793653,-0.0761904761904762,-0.6507936507936508,-0.4158730158730159,-0.8126984126984127,-0.7111111111111111,-1.0,-0.9015873015873016,-0.5174603174603175,-0.7841269841269841,-0.6285714285714286,-0.8380952380952381,-0.5523809523809524,-0.5301587301587302,-0.47619047619047616,-0.27936507936507937,-0.2634920634920635,-0.8317460317460318,-0.38412698412698415,-0.8317460317460318,-0.3142857142857143,-0.48253968253968255,-0.25396825396825395,-0.2126984126984127,-0.006349206349206349,-0.8158730158730159,-0.1111111111111111,-0.8063492063492064,-0.08888888888888889,-0.4634920634920635,-0.06984126984126984,-0.2,0.23492063492063492,-0.7682539682539683,0.13015873015873017,-0.7619047619047619,0.10793650793650794,-0.4793650793650794,0.1111111111111111,-0.2698412698412698
0,0.0,0.0,-0.33974358974358976,-0.08653846153846154,-0.6474358974358975,-0.42628205128205127,-0.8108974358974359,-0.717948717948718,-1.0,-0.9102564102564102,-0.5096153846153846,-0.8141025641025641,-0.625,-0.8493589743589743,-0.5480769230769231,-0.5416666666666666,-0.47115384615384615,-0.2916666666666667,-0.2532051282051282,-0.8621794871794872,-0.3782051282051282,-0.8333333333333334,-0.30448717948717946,-0.48717948717948717,-0.24358974358974358,-0.21474358974358973,0.00641025641025641,-0.8461538461538461,-0.10576923076923077,-0.8044871794871795,-0.07692307692307693,-0.46153846153846156,-0.05448717948717949,-0.1987179487179487,0.25,-0.7948717948717948,0.13782051282051283,-0.7628205128205128,0.11858974358974358,-0.4807692307692308,0.12179487179487179,-0.2692307692307692
0,0.0,0.0,-0.33650793650793653,-0.08571428571428572,-0.6444444444444445,-0.41904761904761906,-0.8095238095238095,-0.7047619047619048,-1.0,-0.8888888888888888,-0.5079365079365079,-0.8063492063492064,-0.6222222222222222,-0.834920634920635,-0.5555555555555556,-0.5365079365079365,-0.4857142857142857,-0.28888888888888886,-0.25396825396825395,-0.8571428571428571,-0.3746031746031746,-0.819047619047619,-0.3142857142857143,-0.4793650793650794,-0.2571428571428571,-0.2126984126984127,0.0,-0.8412698412698413,-0.10158730158730159,-0.780952380952381,-0.08571428571428572,-0.4507936507936508,-0.07301587301587302,-0.19047619047619047,0.23809523809523808,-0.7904761904761904,0.1365079365079365,-0.7333333333333333,0.1111111111111111,-0.4634920634920635,0.10793650793650794,-0.26031746031746034
0,0.0,0.0,-0.33540372670807456,-0.08074534161490683,-0.6428571428571429,-0.40062111801242234,-0.8074534161490683,-0.6801242236024845,-1.0,-0.860248447204969,-0.531055900621118,-0.7795031055900621,-0.639751552795031,-0.7981366459627329,-0.5652173913043478,-0.5124223602484472,-0.48757763975155277,-0.2639751552795031,-0.2857142857142857,-0.8322981366459627,-0.3944099378881988,-0.7919254658385093,-0.3198757763975155,-0.45962732919254656,-0.2577639751552795,-0.18944099378881987,-0.034161490683229816,-0.8198757763975155,-0.12732919254658384,-0.7546583850931677,-0.09937888198757763,-0.42857142857142855,-0.08074534161490683,-0.17391304347826086,0.20496894409937888,-0.7701863354037267,0.11180124223602485,-0.7142857142857143,0.09006211180124224,-0.4440993788819876,0.09627329192546584,-0.2453416149068323
0,0.0,0.0,-0.33440514469453375,-0.07717041800643087,-0.6430868167202572,-0.4180064308681672,-0.8070739549839229,-0.7138263665594855,-1.0,-0.9003215434083601,-0.5112540192926045,-0.8167202572347267,-0.6302250803858521,-0.8360128617363344,-0.5562700964630225,-0.5305466237942122,-0.4790996784565916,-0.2861736334405145,-0.2572347266881029,-0.8713826366559485,-0.37942122186495175,-0.8231511254019293,-0.3086816720257235,-0.4758842443729904,-0.24437299035369775,-0.2057877813504823,0.0,-0.8553054662379421,-0.10610932475884244,-0.7877813504823151,-0.08038585209003216,-0.44694533762057875,-0.06109324758842444,-0.1864951768488746,0.24115755627009647,-0.8006430868167203,0.13504823151125403,-0.7395498392282959,0.1157556270096463,-0.4565916398713826,0.12218649517684887,-0.2540192926045016
0,0.0,0.0,-0.329153605015674,-0.08150470219435736,-0.6394984326018809,-0.4106583072100313,-0.8087774294670846,-0.6990595611285266,-1.0,-0.8840125391849529,-0.5078369905956113,-0.8087774294670846,-0.6300940438871473,-0.8307210031347962,-0.5611285266457681,-0.5266457680250783,-0.4890282131661442,-0.27586206896551724,-0.2601880877742947,-0.8620689655172413,-0.3887147335423197,-0.8150470219435737,-0.31974921630094044,-0.47648902821316613,-0.2601880877742947,-0.21003134796238246,-0.006269592476489028,-0.8495297805642633,-0.11912225705329153,-0.7836990595611285,-0.09717868338557993,-0.4482758620689655,-0.07836990595611286,-0.18808777429467086,0.23510971786833856,-0.799373040752351,0.12225705329153605,-0.7398119122257053,0.10031347962382445,-0.4608150470219436,0.10658307210031348,-0.25705329153605017
0,0.0,0.0,-0.34055727554179566,-0.08668730650154799,-0.6470588235294118,-0.4179566563467492,-0.8111455108359134,-0.7027863777089783,-1.0,-0.8854489164086687,-0.5263157894736842,-0.7987616099071208,-0.6377708978328174,-0.826625386996904,-0.56656346749226,-0.5356037151702786,-0.4953560371517028,-0.29411764705882354,-0.2786377708978328,-0.8513931888544891,-0.39628482972136225,-0.8142414860681114,-0.3281733746130031,-0.48297213622291024,-0.2693498452012384,-0.21671826625386997,-0.02786377708978328,-0.8390092879256966,-0.12693498452012383,-0.7832817337461301,-0.10835913312693499,-0.4551083591331269,-0.09287925696594428,-0.19504643962848298,0.20743034055727555,-0.7863777089783281,0.11455108359133127,-0.7461300309597523,0.09287925696594428,-0.47678018575851394,0.09287925696594428,-0.2724458204334365
